src_event_index,src_id,src_text,src_semantic_rep,src_file_name,src_class,src_type,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_fillable_neighbor,src_neighbors,src_label,src_activity,src_atm_neighbor,src_app,target_event_index,target_id,target_text,target_semantic_rep,target_file_name,target_class,target_type,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_fillable_neighbor,target_neighbors,target_label,target_activity,target_atm_neighbor,target_app
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,do,do,Done,,android.widget.Button,clickable,,,,note optional,,,wrong,input activity,,Expense2-Expense3
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,2,,test ad,Test Ad,,android.widget.TextView,label,,,,,,,wrong,input activity,,Expense2-Expense3
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,3,do,do,Done,,android.widget.Button,clickable,,,,,,,wrong,input activity,,Expense2-Expense3
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,3,input note,,Note (Optional),,android.widget.EditText,fillable,,,,amount,Note (Optional),,wrong,input activity,,Expense2-Expense3
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,input amount,amount,Amount,,android.widget.EditText,fillable,,,,,,,correct,input activity,,Expense2-Expense3
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,image button,,plusbutton imageButton,plusbutton,android.widget.ImageButton,clickable,,,,,,,wrong,main activity,,Expense2-Expense3
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,,,Open navigation drawer,,android.widget.ImageButton,clickable,open navigation drawer,,,,,,wrong,main activity,,Expense2-Expense3
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,view,today budget,TODAYS BUDGET,,android.widget.TextView,label,,,,,,,wrong,main activity,,Expense2-Expense3
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,current money,,$ 0.00 TODAYS BUDGET,,android.widget.TextView,label,,,,today budget,,TODAYS BUDGET TODAYS BUDGET,wrong,main activity,,Expense2-Expense3
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,daily amount,,daily_amount DAILY AMOUNT:,,android.widget.TextView,label,,,,daily amount,,DAILY AMOUNT: DAILY AMOUNT:,wrong,main activity,,Expense2-Expense3
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,image button,,minusbutton imageButton,minusbutton,android.widget.ImageButton,clickable,,,,,,,wrong,main activity,,Expense2-Expense3
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,input activity,,Expense2-Expense3
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,input note,note optional,Note (Optional),,android.widget.EditText,fillable,,,,amount,,,wrong,input activity,,Expense2-Expense3
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,do,do,Done,,android.widget.Button,clickable,,,,note optional,,,wrong,input activity,,Expense2-Expense3
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,2,,test ad,Test Ad,,android.widget.TextView,label,,,,,,,wrong,input activity,,Expense2-Expense3
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,3,do,do,Done,,android.widget.Button,clickable,,,,,,,wrong,input activity,,Expense2-Expense3
2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,2,input note,note optional,Note (Optional),,android.widget.EditText,fillable,,,,amount,Note (Optional),,correct,input activity,,Expense2-Expense3
2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,image button,,plusbutton imageButton,plusbutton,android.widget.ImageButton,clickable,,,,,,,wrong,main activity,,Expense2-Expense3
2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,,,Open navigation drawer,,android.widget.ImageButton,clickable,open navigation drawer,,,,,,wrong,main activity,,Expense2-Expense3
2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,view,today budget,TODAYS BUDGET,,android.widget.TextView,label,,,,,,,wrong,main activity,,Expense2-Expense3
2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,current money,,$ 0.00 TODAYS BUDGET,,android.widget.TextView,label,,,,today budget,,TODAYS BUDGET TODAYS BUDGET,wrong,main activity,,Expense2-Expense3
2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,daily amount,,daily_amount DAILY AMOUNT:,,android.widget.TextView,label,,,,daily amount,,DAILY AMOUNT: DAILY AMOUNT:,wrong,main activity,,Expense2-Expense3
2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,image button,,minusbutton imageButton,minusbutton,android.widget.ImageButton,clickable,,,,,,,wrong,main activity,,Expense2-Expense3
2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,1,input amount,amount,Amount,,android.widget.EditText,fillable,,,,,,,wrong,input activity,,Expense2-Expense3
2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,1,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,input activity,,Expense2-Expense3
2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,1,do,do,Done,,android.widget.Button,clickable,,,,note optional,,,wrong,input activity,,Expense2-Expense3
2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,2,,test ad,Test Ad,,android.widget.TextView,label,,,,,,,wrong,input activity,,Expense2-Expense3
2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,3,do,do,Done,,android.widget.Button,clickable,,,,,,,wrong,input activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,3,do,do,Done,,android.widget.Button,clickable,,,,,,,correct,input activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,0,image button,,plusbutton imageButton,plusbutton,android.widget.ImageButton,clickable,,,,,,,wrong,main activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,0,,,Open navigation drawer,,android.widget.ImageButton,clickable,open navigation drawer,,,,,,wrong,main activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,0,view,today budget,TODAYS BUDGET,,android.widget.TextView,label,,,,,,,wrong,main activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,0,current money,,$ 0.00 TODAYS BUDGET,,android.widget.TextView,label,,,,today budget,,TODAYS BUDGET TODAYS BUDGET,wrong,main activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,0,view,daily amount,DAILY AMOUNT:,,android.widget.TextView,label,,,,,,,wrong,main activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,0,daily amount,,daily_amount DAILY AMOUNT:,,android.widget.TextView,label,,,,daily amount,,DAILY AMOUNT: DAILY AMOUNT:,wrong,main activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,0,image button,,minusbutton imageButton,minusbutton,android.widget.ImageButton,clickable,,,,,,,wrong,main activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,1,input amount,amount,Amount,,android.widget.EditText,fillable,,,,,,,wrong,input activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,1,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,input activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,1,input note,note optional,Note (Optional),,android.widget.EditText,fillable,,,,amount,,,wrong,input activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,1,do,do,Done,,android.widget.Button,clickable,,,,note optional,,,wrong,input activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,2,,test ad,Test Ad,,android.widget.TextView,label,,,,,,,wrong,input activity,,Expense2-Expense3
3,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense2,3,input note,,Note (Optional),,android.widget.EditText,fillable,,,,amount,Note (Optional),,wrong,input activity,,Expense2-Expense3
0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense4,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense4-Expense2
0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense4,0,,expense,Expenses,,android.widget.TextView,label,,,,,,,wrong,main activity,,Expense4-Expense2
0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense4,0,total month description,total month expense,Total of month expenses,,android.widget.TextView,label,,,,,,,wrong,main activity,,Expense4-Expense2
0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense4,0,total month,,$0.00 ,,android.widget.Button,clickable,,,,,,,wrong,main activity,,Expense4-Expense2
0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense4,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,wrong,expense activity,money,Expense4-Expense2
0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense4,1,,expense,Expenses,,android.widget.TextView,label,,,,,,,wrong,expense activity,,Expense4-Expense2
0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense4,1,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,expense activity,,Expense4-Expense2
0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense4,1,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,,,wrong,expense activity,,Expense4-Expense2
0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense4,1,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,wrong,expense activity,,Expense4-Expense2
0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense4,1,,food,Food,,android.widget.TextView,clickable,,,,,,,wrong,expense activity,,Expense4-Expense2
0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense4,1,save expense,save,Save,,android.widget.Button,clickable,,,,,,,wrong,expense activity,,Expense4-Expense2
0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense4,3,expense description,gra,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,wrong,expense activity,,Expense4-Expense2
2,et price,,et_price,,android.widget.EditText,fillable,,,price,,,,correct,activity record add,date,Expense4,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense4-Expense2
2,et price,,et_price,,android.widget.EditText,fillable,,,price,,,,correct,activity record add,date,Expense4,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,wrong,main activity,,Expense4-Expense2
2,et price,,et_price,,android.widget.EditText,fillable,,,price,,,,correct,activity record add,date,Expense4,0,,expense,Expenses,,android.widget.TextView,label,,,,,,,wrong,main activity,,Expense4-Expense2
2,et price,,et_price,,android.widget.EditText,fillable,,,price,,,,correct,activity record add,date,Expense4,0,total month description,total month expense,Total of month expenses,,android.widget.TextView,label,,,,,,,wrong,main activity,,Expense4-Expense2
2,et price,,et_price,,android.widget.EditText,fillable,,,price,,,,correct,activity record add,date,Expense4,0,total month,,$0.00 ,,android.widget.Button,clickable,,,,,,,wrong,main activity,,Expense4-Expense2
2,et price,,et_price,,android.widget.EditText,fillable,,,price,,,,correct,activity record add,date,Expense4,1,,expense,Expenses,,android.widget.TextView,label,,,,,,,wrong,expense activity,,Expense4-Expense2
2,et price,,et_price,,android.widget.EditText,fillable,,,price,,,,correct,activity record add,date,Expense4,1,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,expense activity,,Expense4-Expense2
2,et price,,et_price,,android.widget.EditText,fillable,,,price,,,,correct,activity record add,date,Expense4,1,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,,,wrong,expense activity,,Expense4-Expense2
2,et price,,et_price,,android.widget.EditText,fillable,,,price,,,,correct,activity record add,date,Expense4,1,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,wrong,expense activity,,Expense4-Expense2
2,et price,,et_price,,android.widget.EditText,fillable,,,price,,,,correct,activity record add,date,Expense4,1,save expense,save,Save,,android.widget.Button,clickable,,,,,,,wrong,expense activity,,Expense4-Expense2
4,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,correct,activity record add,,Expense4,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense4-Expense2
4,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,correct,activity record add,,Expense4,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,wrong,main activity,,Expense4-Expense2
4,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,correct,activity record add,,Expense4,0,,expense,Expenses,,android.widget.TextView,label,,,,,,,wrong,main activity,,Expense4-Expense2
4,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,correct,activity record add,,Expense4,0,total month description,total month expense,Total of month expenses,,android.widget.TextView,label,,,,,,,wrong,main activity,,Expense4-Expense2
4,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,correct,activity record add,,Expense4,0,total month,,$0.00 ,,android.widget.Button,clickable,,,,,,,wrong,main activity,,Expense4-Expense2
4,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,correct,activity record add,,Expense4,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,wrong,expense activity,money,Expense4-Expense2
4,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,correct,activity record add,,Expense4,1,,expense,Expenses,,android.widget.TextView,label,,,,,,,wrong,expense activity,,Expense4-Expense2
4,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,correct,activity record add,,Expense4,1,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,expense activity,,Expense4-Expense2
4,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,correct,activity record add,,Expense4,1,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,wrong,expense activity,,Expense4-Expense2
4,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,correct,activity record add,,Expense4,1,save expense,save,Save,,android.widget.Button,clickable,,,,,,,wrong,expense activity,,Expense4-Expense2
6,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,correct,activity record add,,Expense4,3,save expense,save,Save,,android.widget.Button,clickable,,,,,,,correct,expense activity,,Expense4-Expense2
6,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,correct,activity record add,,Expense4,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,wrong,main activity,,Expense4-Expense2
6,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,correct,activity record add,,Expense4,0,,expense,Expenses,,android.widget.TextView,label,,,,,,,wrong,main activity,,Expense4-Expense2
6,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,correct,activity record add,,Expense4,0,total month description,total month expense,Total of month expenses,,android.widget.TextView,label,,,,,,,wrong,main activity,,Expense4-Expense2
6,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,correct,activity record add,,Expense4,0,total month,,$0.00 ,,android.widget.Button,clickable,,,,,,,wrong,main activity,,Expense4-Expense2
6,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,correct,activity record add,,Expense4,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,wrong,expense activity,money,Expense4-Expense2
6,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,correct,activity record add,,Expense4,1,,expense,Expenses,,android.widget.TextView,label,,,,,,,wrong,expense activity,,Expense4-Expense2
6,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,correct,activity record add,,Expense4,1,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,expense activity,,Expense4-Expense2
6,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,correct,activity record add,,Expense4,1,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,,,wrong,expense activity,,Expense4-Expense2
6,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,correct,activity record add,,Expense4,1,date picker,,10-21-2020,,android.widget.Button,clickable,,,,,,,wrong,expense activity,,Expense4-Expense2
6,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,correct,activity record add,,Expense4,1,,food,Food,,android.widget.TextView,clickable,,,,,,,wrong,expense activity,,Expense4-Expense2
6,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,correct,activity record add,,Expense4,3,expense description,gra,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,wrong,expense activity,,Expense4-Expense2
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,0,btn add expense,add expense,Add expense,,android.widget.Button,clickable,,,,,,,correct,activity record main,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,0,drawer layout,record,Records,,android.widget.TextView,label,,,,,,,wrong,activity record main,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,0,,week,Week,,android.widget.TextView,clickable,,,,,,,wrong,activity record main,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,0,drawer layout,,Open navigation drawer,,android.widget.ImageButton,clickable,open navigation drawer,,,,,,wrong,activity record main,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,0,list view,short summary,Short summary,,android.widget.TextView,clickable,,,,,,,wrong,activity record main,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,0,tv period,oct,18 Oct 2020 - 24 Oct 2020,,android.widget.TextView,clickable,,,,short summary,,,wrong,activity record main,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,0,list view,total income,Total income,,android.widget.TextView,clickable,,,,oct,,,wrong,activity record main,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,0,tv total income,non,+ 0 NON,,android.widget.TextView,clickable,,,,total income,,,wrong,activity record main,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,0,list view,total expense,Total expense,,android.widget.TextView,clickable,,,,non,,,wrong,activity record main,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,0,tv total expense,non,- 0 NON,,android.widget.TextView,clickable,,,,total expense,,,wrong,activity record main,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,0,tv total,non,+ 0 NON,,android.widget.TextView,clickable,,,,non,,,wrong,activity record main,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,wrong,activity record main,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,et price,,et_price 2020-10-21,,android.widget.EditText,fillable,,,price,,,2020-10-21 2020-10-21,wrong,activity record add,date,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,,add expense,Add expense,,android.widget.TextView,label,,,,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,,date,Date,,android.widget.TextView,label,,,,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,,time,Time,,android.widget.TextView,label,,,,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,,account,Account,,android.widget.TextView,label,,,,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,tv date,,2020/10/21,,android.widget.TextView,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,tv time,,15:32,,android.widget.TextView,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,et category,,et_category,,android.widget.EditText,fillable,,,category,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,2,et price,,et_price 2020-10-21,,android.widget.EditText,fillable,,,price,,,2020-10-21 2020-10-21,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,3,et title,restaurant,et_title,,android.widget.EditText,fillable,,,title,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,4,button,ok,,,android.widget.Button,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,4,date picker month,oct,OCT,,android.widget.TextView,label,,,,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,4,date picker day,,date_picker_day,,android.widget.TextView,label,,,,oct,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,4,date picker year,,date_picker_year,,android.widget.TextView,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4
0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,4,button,cancel,,,android.widget.Button,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,et price,,et_price 2020-10-21,,android.widget.EditText,fillable,,,price,,,2020-10-21 2020-10-21,correct,activity record add,date,Expense2-Expense4
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,btn add expense,add expense,Add expense,,android.widget.Button,clickable,,,,,,,wrong,activity record main,,Expense2-Expense4
1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,drawer layout,record,Records,,android.widget.TextView,label,,,,,,,wrong,activity record main,,Expense2-Expense4
